,Date_time,Open,High,Low,Close,Zones,Prox,Dist,SZ_Prox,SZ_Dist,DZ_Prox,DZ_Dist
33,08/04/21 12:40,14939.8,14944.1,14932.7,14943.95,,,,0.0,0.0,14808.85,14804.55
34,08/04/21 12:35,14939.45,14941.0,14928.2,14940.1,,,,0.0,0.0,14808.85,14804.55
35,08/04/21 12:30,14923.2,14944.1,14923.2,14940.4,DZ,14916.95,14909.1,0.0,0.0,14808.85,14804.55
36,08/04/21 12:25,14912.35,14927.85,14912.1,14922.6,,,,0.0,0.0,14808.85,14804.55
37,08/04/21 12:20,14916.95,14927.1,14909.1,14911.8,,,,0.0,0.0,14808.85,14804.55
38,08/04/21 12:15,14889.0,14917.15,14885.25,14917.15,,,,0.0,0.0,14808.85,14804.55
39,08/04/21 12:10,14910.5,14910.5,14887.65,14888.25,,,,0.0,0.0,14808.85,14804.55
40,08/04/21 12:05,14916.75,14916.75,14910.3,14910.7,SZ,14911.2,14928.25,0.0,0.0,14808.85,14804.55
41,08/04/21 12:00,14922.25,14923.0,14914.0,14916.65,,,,0.0,0.0,14808.85,14804.55
42,08/04/21 11:55,14918.4,14922.5,14911.9,14922.1,,,,0.0,0.0,14808.85,14804.55
43,08/04/21 11:50,14911.2,14928.25,14909.75,14918.45,,,,0.0,0.0,14808.85,14804.55
44,08/04/21 11:45,14914.45,14919.0,14901.9,14912.15,,,,0.0,0.0,14808.85,14804.55
45,08/04/21 11:40,14933.3,14933.3,14913.8,14914.75,,,,0.0,0.0,14808.85,14804.55
46,08/04/21 11:35,14949.7,14952.6,14928.8,14933.45,DZ,14946.05,14933.7,0.0,0.0,14808.85,14804.55
47,08/04/21 11:30,14942.75,14951.6,14942.65,14949.45,,,,0.0,0.0,14808.85,14804.55
48,08/04/21 11:25,14946.05,14949.55,14942.45,14942.95,,,,0.0,0.0,14808.85,14804.55
49,08/04/21 11:20,14943.5,14955.0,14940.45,14945.95,,,,0.0,0.0,14808.85,14804.55
50,08/04/21 11:15,14940.0,14945.3,14933.7,14943.2,SZ,14949.45,14959.9,0.0,0.0,14808.85,14804.55
51,08/04/21 11:10,14952.5,14957.2,14940.55,14940.55,,,,0.0,0.0,14808.85,14804.55
52,08/04/21 11:05,14949.45,14956.35,14946.45,14951.85,,,,0.0,0.0,14808.85,14804.55
53,08/04/21 11:00,14952.2,14959.9,14949.0,14949.9,,,,0.0,0.0,14808.85,14804.55
54,08/04/21 10:55,14942.45,14953.7,14940.55,14951.95,,,,0.0,0.0,14808.85,14804.55
55,08/04/21 10:50,14943.5,14951.9,14939.65,14942.4,,,,0.0,0.0,14808.85,14804.55
56,08/04/21 10:45,14946.4,14946.4,14939.85,14944.1,,,,0.0,0.0,14808.85,14804.55
57,08/04/21 10:40,14949.95,14954.05,14946.4,14946.9,,,,0.0,0.0,14808.85,14804.55
58,08/04/21 10:35,14951.7,14959.25,14949.4,14949.4,,,,0.0,0.0,14808.85,14804.55
59,08/04/21 10:30,14943.1,14954.4,14942.65,14951.95,DZ,14935.35,14934.7,0.0,0.0,14808.85,14804.55
60,08/04/21 10:25,14934.75,14944.65,14934.15,14943.75,,,,0.0,0.0,14808.85,14804.55
61,08/04/21 10:20,14935.05,14942.65,14934.7,14935.35,SZ,14943.05,14946.6,0.0,0.0,14808.85,14804.55
62,08/04/21 10:15,14941.2,14945.1,14931.9,14934.4,,,,0.0,0.0,14808.85,14804.55
63,08/04/21 10:10,14943.45,14946.6,14939.3,14943.05,DZ,14936.1,14930.1,0.0,0.0,14808.85,14804.55
64,08/04/21 10:05,14936.15,14943.4,14932.7,14943.4,,,,0.0,0.0,14808.85,14804.55
65,08/04/21 10:00,14930.7,14949.6,14930.1,14936.1,DZ,14927.6,14904.95,0.0,0.0,14808.85,14804.55
66,08/04/21 9:55,14925.0,14934.7,14924.7,14930.3,,,,0.0,0.0,14808.85,14804.55
67,08/04/21 9:50,14927.6,14927.6,14904.95,14924.95,,,,0.0,0.0,14808.85,14804.55
68,08/04/21 9:45,14937.5,14938.35,14922.0,14926.25,,,,0.0,0.0,14808.85,14804.55
69,08/04/21 9:40,14923.75,14937.45,14922.9,14937.4,,,,0.0,0.0,14808.85,14804.55
70,08/04/21 9:35,14929.55,14937.65,14924.25,14924.45,,,,0.0,0.0,14808.85,14804.55
71,08/04/21 9:30,14931.0,14936.4,14920.0,14928.6,,,,0.0,0.0,14808.85,14804.55
72,08/04/21 9:25,14923.5,14931.65,14913.2,14928.95,,,,0.0,0.0,14808.85,14804.55
73,08/04/21 9:20,14928.85,14939.15,14920.95,14922.65,DZ,14808.85,14804.55,0.0,0.0,14772.6,14760.55
74,08/04/21 9:15,14879.6,14930.05,14864.55,14928.4,,,,0.0,0.0,14772.6,14760.55
75,07/04/21 15:25,14807.2,14812.8,14804.55,14808.85,SZ,14818.35,14826.5,14865.3,14879.8,14772.6,14760.55
76,07/04/21 15:20,14820.35,14821.3,14806.65,14807.0,,,,14865.3,14879.8,14772.6,14760.55
77,07/04/21 15:15,14818.35,14823.65,14817.45,14821.15,,,,14865.3,14879.8,14772.6,14760.55
78,07/04/21 15:10,14823.2,14826.5,14816.4,14818.45,,,,14865.3,14879.8,14772.6,14760.55
79,07/04/21 15:05,14827.6,14830.2,14823.0,14823.1,DZ,14817.85,14808.1,14865.3,14879.8,14772.6,14760.55
80,07/04/21 15:00,14807.55,14835.55,14805.3,14828.1,,,,14865.3,14879.8,14772.6,14760.55
81,07/04/21 14:55,14813.75,14822.55,14808.15,14808.25,,,,14865.3,14879.8,14772.6,14760.55
82,07/04/21 14:50,14817.85,14819.65,14808.1,14814.05,,,,14865.3,14879.8,14772.6,14760.55
83,07/04/21 14:45,14826.95,14827.25,14809.7,14817.75,,,,14865.3,14879.8,14772.6,14760.55
84,07/04/21 14:40,14845.7,14845.85,14826.4,14826.4,,,,14865.3,14879.8,14772.6,14760.55
85,07/04/21 14:35,14852.7,14854.15,14841.9,14845.1,,,,14865.3,14879.8,14772.6,14760.55
86,07/04/21 14:30,14834.9,14856.4,14833.85,14853.25,,,,14865.3,14879.8,14772.6,14760.55
87,07/04/21 14:25,14835.7,14839.35,14831.2,14835.1,,,,14865.3,14879.8,14772.6,14760.55
88,07/04/21 14:20,14836.4,14844.3,14835.45,14836.05,,,,14865.3,14879.8,14772.6,14760.55
89,07/04/21 14:15,14834.1,14837.15,14823.0,14836.1,,,,14865.3,14879.8,14772.6,14760.55
90,07/04/21 14:10,14832.15,14842.15,14827.1,14834.15,,,,14865.3,14879.8,14772.6,14760.55
91,07/04/21 14:05,14836.3,14838.45,14830.65,14832.6,,,,14865.3,14879.8,14772.6,14760.55
92,07/04/21 14:00,14836.6,14845.8,14830.6,14837.2,DZ,14817.9,14813.8,14865.3,14879.8,14772.6,14760.55
93,07/04/21 13:55,14818.2,14838.45,14815.85,14837.6,,,,14865.3,14879.8,14772.6,14760.55
94,07/04/21 13:50,14815.2,14831.9,14813.8,14817.9,,,,14865.3,14879.8,14772.6,14760.55
95,07/04/21 13:45,14778.45,14818.55,14778.45,14814.85,SZ,14813.2,14829.85,14865.3,14879.8,14772.6,14760.55
96,07/04/21 13:40,14816.8,14817.55,14776.15,14778.55,,,,14865.3,14879.8,14772.6,14760.55
97,07/04/21 13:35,14813.2,14829.85,14812.5,14817.2,,,,14865.3,14879.8,14772.6,14760.55
98,07/04/21 13:30,14816.05,14820.6,14804.8,14813.25,,,,14865.3,14879.8,14772.6,14760.55
99,07/04/21 13:25,14813.65,14825.95,14801.2,14815.9,,,,14865.3,14879.8,14772.6,14760.55
100,07/04/21 13:20,14835.4,14837.15,14812.5,14813.75,SZ,14865.3,14879.8,0.0,0.0,14772.6,14760.55
101,07/04/21 13:15,14872.35,14872.65,14807.0,14836.9,,,,0.0,0.0,14772.6,14760.55
102,07/04/21 13:10,14865.3,14879.8,14865.2,14872.1,,,,0.0,0.0,14772.6,14760.55
103,07/04/21 13:05,14860.1,14867.0,14859.8,14865.0,,,,0.0,0.0,14772.6,14760.55
104,07/04/21 13:00,14853.15,14859.35,14850.15,14859.35,,,,0.0,0.0,14772.6,14760.55
105,07/04/21 12:55,14860.95,14861.6,14849.1,14852.9,,,,0.0,0.0,14772.6,14760.55
106,07/04/21 12:50,14852.15,14868.25,14851.1,14860.35,,,,0.0,0.0,14772.6,14760.55
107,07/04/21 12:45,14844.5,14853.4,14831.7,14853.4,,,,0.0,0.0,14772.6,14760.55
108,07/04/21 12:40,14846.1,14853.4,14843.65,14844.3,,,,0.0,0.0,14772.6,14760.55
109,07/04/21 12:35,14841.45,14850.4,14837.0,14846.15,,,,0.0,0.0,14772.6,14760.55
110,07/04/21 12:30,14843.6,14849.45,14839.95,14841.2,,,,0.0,0.0,14772.6,14760.55
111,07/04/21 12:25,14840.95,14846.25,14837.75,14843.65,,,,0.0,0.0,14772.6,14760.55
112,07/04/21 12:20,14846.25,14849.8,14838.95,14840.6,,,,0.0,0.0,14772.6,14760.55
113,07/04/21 12:15,14858.25,14858.55,14844.6,14846.5,,,,0.0,0.0,14772.6,14760.55
114,07/04/21 12:10,14849.05,14862.75,14844.5,14858.45,DZ,14834.65,14819.9,0.0,0.0,14772.6,14760.55
115,07/04/21 12:05,14835.0,14854.35,14834.1,14848.4,,,,0.0,0.0,14772.6,14760.55
116,07/04/21 12:00,14827.7,14834.95,14819.9,14834.65,,,,0.0,0.0,14772.6,14760.55
117,07/04/21 11:55,14832.3,14838.45,14820.15,14828.0,,,,0.0,0.0,14772.6,14760.55
118,07/04/21 11:50,14842.05,14845.75,14825.9,14831.55,,,,0.0,0.0,14772.6,14760.55
119,07/04/21 11:45,14851.1,14851.8,14840.95,14842.25,,,,0.0,0.0,14772.6,14760.55
120,07/04/21 11:40,14850.55,14851.95,14842.0,14851.3,,,,0.0,0.0,14772.6,14760.55
121,07/04/21 11:35,14852.45,14855.8,14849.4,14850.75,,,,0.0,0.0,14772.6,14760.55
122,07/04/21 11:30,14852.05,14862.15,14849.95,14853.15,,,,0.0,0.0,14772.6,14760.55
123,07/04/21 11:25,14847.5,14853.05,14842.85,14852.3,,,,0.0,0.0,14772.6,14760.55
124,07/04/21 11:20,14845.3,14850.65,14835.05,14846.9,SZ,14847.85,14861.4,0.0,0.0,14772.6,14760.55
125,07/04/21 11:15,14856.65,14867.55,14845.35,14845.35,,,,0.0,0.0,14772.6,14760.55
126,07/04/21 11:10,14847.85,14861.4,14835.65,14855.85,DZ,14837.45,14831.1,14863.7,14883.2,14772.6,14760.55
127,07/04/21 11:05,14837.05,14854.1,14833.8,14847.8,,,,14863.7,14883.2,14772.6,14760.55
128,07/04/21 11:00,14831.3,14850.3,14831.1,14837.45,,,,14863.7,14883.2,14772.6,14760.55
129,07/04/21 10:55,14786.7,14833.85,14786.7,14832.3,DZ,14772.6,14760.55,14863.7,14883.2,0.0,0.0
130,07/04/21 10:50,14772.1,14786.5,14769.1,14785.65,,,,14863.7,14883.2,0.0,0.0
131,07/04/21 10:45,14768.55,14777.05,14760.55,14772.6,SZ,14776.95,14794.9,14863.7,14883.2,0.0,0.0
132,07/04/21 10:40,14784.0,14784.5,14766.05,14768.35,,,,14863.7,14883.2,0.0,0.0
133,07/04/21 10:35,14776.95,14788.6,14769.3,14784.05,,,,14863.7,14883.2,0.0,0.0
134,07/04/21 10:30,14785.8,14794.9,14772.1,14777.25,,,,14863.7,14883.2,0.0,0.0
135,07/04/21 10:25,14776.2,14791.05,14775.4,14786.25,,,,14863.7,14883.2,0.0,0.0
136,07/04/21 10:20,14772.3,14777.1,14760.35,14775.75,,,,14863.7,14883.2,0.0,0.0
137,07/04/21 10:15,14786.4,14791.7,14748.0,14772.4,,,,14863.7,14883.2,0.0,0.0
138,07/04/21 10:10,14800.45,14804.45,14774.3,14787.0,,,,14863.7,14883.2,0.0,0.0
139,07/04/21 10:05,14793.4,14809.7,14790.35,14799.05,,,,14863.7,14883.2,0.0,0.0
140,07/04/21 10:00,14771.2,14804.6,14758.55,14792.95,SZ,14772.15,14783.9,14863.7,14883.2,0.0,0.0
141,07/04/21 9:55,14780.3,14782.6,14767.95,14771.85,,,,14863.7,14883.2,0.0,0.0
142,07/04/21 9:50,14772.3,14782.9,14758.65,14780.55,,,,14863.7,14883.2,0.0,0.0
143,07/04/21 9:45,14772.15,14783.9,14768.6,14772.25,DZ,14748.55,14735.05,14863.7,14883.2,0.0,0.0
144,07/04/21 9:40,14743.45,14775.1,14740.35,14772.45,,,,14863.7,14883.2,0.0,0.0
145,07/04/21 9:35,14742.9,14748.9,14735.05,14742.95,,,,14863.7,14883.2,0.0,0.0
146,07/04/21 9:30,14748.55,14757.2,14738.2,14741.45,,,,14863.7,14883.2,0.0,0.0
147,07/04/21 9:25,14735.1,14754.05,14729.4,14748.6,,,,14863.7,14883.2,0.0,0.0
148,07/04/21 9:20,14731.35,14748.1,14717.95,14734.65,,,,14863.7,14883.2,0.0,0.0
149,07/04/21 9:15,14726.3,14736.15,14649.85,14731.1,,,,14863.7,14883.2,0.0,0.0
150,06/04/21 15:25,14702.45,14703.4,14697.1,14700.8,,,,14863.7,14883.2,0.0,0.0
151,06/04/21 15:20,14694.55,14703.55,14687.0,14702.65,DZ,14680.8,14663.35,14863.7,14883.2,0.0,0.0
152,06/04/21 15:15,14680.75,14695.0,14680.75,14693.15,,,,14863.7,14883.2,0.0,0.0
153,06/04/21 15:10,14674.75,14680.8,14666.9,14680.8,,,,14863.7,14883.2,0.0,0.0
154,06/04/21 15:05,14668.6,14680.95,14663.35,14674.8,,,,14863.7,14883.2,0.0,0.0
155,06/04/21 15:00,14654.3,14669.9,14653.4,14669.9,,,,14863.7,14883.2,0.0,0.0
156,06/04/21 14:55,14663.0,14664.15,14651.45,14653.9,,,,14863.7,14883.2,0.0,0.0
157,06/04/21 14:50,14647.75,14672.75,14646.0,14663.35,,,,14863.7,14883.2,0.0,0.0
158,06/04/21 14:45,14650.35,14664.0,14644.15,14647.1,,,,14863.7,14883.2,0.0,0.0
159,06/04/21 14:40,14650.85,14658.75,14646.05,14650.25,,,,14863.7,14883.2,0.0,0.0
160,06/04/21 14:35,14653.2,14658.2,14641.35,14650.75,,,,14863.7,14883.2,0.0,0.0
161,06/04/21 14:30,14661.1,14664.0,14648.55,14654.35,,,,14863.7,14883.2,0.0,0.0
162,06/04/21 14:25,14663.35,14671.3,14655.85,14660.5,,,,14863.7,14883.2,0.0,0.0
163,06/04/21 14:20,14669.25,14673.15,14661.2,14663.7,,,,14863.7,14883.2,0.0,0.0
164,06/04/21 14:15,14654.05,14671.7,14642.5,14669.0,,,,14863.7,14883.2,0.0,0.0
165,06/04/21 14:10,14649.15,14664.25,14647.5,14654.3,,,,14863.7,14883.2,0.0,0.0
166,06/04/21 14:05,14648.15,14654.55,14643.55,14649.0,,,,14863.7,14883.2,0.0,0.0
167,06/04/21 14:00,14638.0,14658.05,14637.55,14647.75,,,,14863.7,14883.2,0.0,0.0
168,06/04/21 13:55,14646.55,14651.15,14633.85,14638.1,,,,14863.7,14883.2,0.0,0.0
169,06/04/21 13:50,14658.2,14666.65,14644.5,14646.35,,,,14863.7,14883.2,0.0,0.0
170,06/04/21 13:45,14638.85,14659.75,14627.4,14657.6,SZ,14651.3,14676.4,14863.7,14883.2,0.0,0.0
171,06/04/21 13:40,14654.25,14654.25,14632.85,14639.55,,,,14863.7,14883.2,0.0,0.0
172,06/04/21 13:35,14660.15,14669.35,14655.15,14655.15,,,,14863.7,14883.2,0.0,0.0
173,06/04/21 13:30,14651.3,14676.4,14647.3,14657.4,SZ,14662.15,14681.0,14863.7,14883.2,0.0,0.0
174,06/04/21 13:25,14661.2,14664.9,14650.8,14652.35,,,,14863.7,14883.2,0.0,0.0
175,06/04/21 13:20,14668.1,14681.0,14660.15,14662.15,,,,14863.7,14883.2,0.0,0.0
176,06/04/21 13:15,14691.4,14696.8,14666.75,14668.65,,,,14863.7,14883.2,0.0,0.0
177,06/04/21 13:10,14684.65,14699.5,14683.5,14692.7,,,,14863.7,14883.2,0.0,0.0
178,06/04/21 13:05,14655.6,14696.05,14650.15,14685.35,,,,14863.7,14883.2,0.0,0.0
179,06/04/21 13:00,14664.45,14667.6,14649.65,14655.9,,,,14863.7,14883.2,0.0,0.0
180,06/04/21 12:55,14660.9,14673.95,14655.85,14663.5,,,,14863.7,14883.2,0.0,0.0
181,06/04/21 12:50,14659.15,14670.35,14644.25,14662.1,,,,14863.7,14883.2,0.0,0.0
182,06/04/21 12:45,14633.05,14666.15,14609.8,14659.7,,,,14863.7,14883.2,0.0,0.0
183,06/04/21 12:40,14671.2,14672.75,14633.35,14633.35,,,,14863.7,14883.2,0.0,0.0
184,06/04/21 12:35,14685.4,14685.4,14662.25,14671.55,SZ,14704.95,14711.9,14863.7,14883.2,0.0,0.0
185,06/04/21 12:30,14705.35,14715.45,14684.55,14685.55,,,,14863.7,14883.2,0.0,0.0
186,06/04/21 12:25,14711.9,14711.9,14696.9,14704.95,,,,14863.7,14883.2,0.0,0.0
187,06/04/21 12:20,14722.35,14723.15,14709.4,14711.45,,,,14863.7,14883.2,0.0,0.0
188,06/04/21 12:15,14722.65,14736.8,14721.45,14722.5,,,,14863.7,14883.2,0.0,0.0
189,06/04/21 12:10,14716.75,14726.15,14713.45,14722.9,,,,14863.7,14883.2,0.0,0.0
190,06/04/21 12:05,14719.2,14722.55,14712.15,14716.05,,,,14863.7,14883.2,0.0,0.0
191,06/04/21 12:00,14723.1,14725.3,14711.25,14718.95,,,,14863.7,14883.2,0.0,0.0
192,06/04/21 11:55,14716.2,14732.9,14716.0,14723.05,,,,14863.7,14883.2,0.0,0.0
193,06/04/21 11:50,14717.7,14722.95,14706.85,14717.05,,,,14863.7,14883.2,0.0,0.0
194,06/04/21 11:45,14732.15,14737.5,14715.1,14717.55,SZ,14745.5,14752.75,14863.7,14883.2,0.0,0.0
195,06/04/21 11:40,14748.8,14749.85,14730.65,14732.6,,,,14863.7,14883.2,0.0,0.0
196,06/04/21 11:35,14745.5,14752.75,14736.4,14748.25,,,,14863.7,14883.2,0.0,0.0
197,06/04/21 11:30,14756.55,14760.15,14745.4,14746.1,SZ,14767.35,14775.65,14863.7,14883.2,0.0,0.0
198,06/04/21 11:25,14770.5,14779.1,14755.8,14756.5,,,,14863.7,14883.2,0.0,0.0
199,06/04/21 11:20,14767.35,14775.65,14762.7,14771.05,DZ,14751.65,14724.45,14863.7,14883.2,0.0,0.0
200,06/04/21 11:15,14751.55,14774.45,14751.55,14767.1,,,,14863.7,14883.2,0.0,0.0
201,06/04/21 11:10,14738.5,14765.2,14738.35,14751.65,,,,14863.7,14883.2,0.0,0.0
202,06/04/21 11:05,14739.65,14740.5,14724.45,14738.9,DZ,14732.85,14724.3,14863.7,14883.2,0.0,0.0
203,06/04/21 11:00,14732.55,14745.55,14732.2,14739.6,,,,14863.7,14883.2,0.0,0.0
204,06/04/21 10:55,14729.15,14742.55,14728.95,14732.85,,,,14863.7,14883.2,0.0,0.0
205,06/04/21 10:50,14729.15,14734.15,14724.3,14729.45,,,,14863.7,14883.2,0.0,0.0
206,06/04/21 10:45,14735.55,14736.65,14724.85,14729.0,,,,14863.7,14883.2,0.0,0.0
207,06/04/21 10:40,14713.55,14738.5,14713.0,14735.85,DZ,14703.65,14671.15,14863.7,14883.2,0.0,0.0
208,06/04/21 10:35,14703.55,14718.8,14702.8,14713.6,,,,14863.7,14883.2,0.0,0.0
209,06/04/21 10:30,14700.2,14712.4,14690.95,14703.65,,,,14863.7,14883.2,0.0,0.0
210,06/04/21 10:25,14692.1,14703.05,14682.05,14700.55,,,,14863.7,14883.2,0.0,0.0
211,06/04/21 10:20,14688.65,14699.3,14671.15,14691.5,SZ,14711.2,14736.25,14863.7,14883.2,0.0,0.0
212,06/04/21 10:15,14721.05,14722.05,14673.25,14687.65,,,,14863.7,14883.2,0.0,0.0
213,06/04/21 10:10,14723.4,14736.25,14719.9,14721.95,,,,14863.7,14883.2,0.0,0.0
214,06/04/21 10:05,14712.6,14723.9,14703.75,14722.3,,,,14863.7,14883.2,0.0,0.0
215,06/04/21 10:00,14722.9,14731.5,14699.7,14711.2,,,,14863.7,14883.2,0.0,0.0
216,06/04/21 9:55,14732.8,14736.45,14721.6,14723.3,SZ,14729.55,14744.0,14863.7,14883.2,0.0,0.0
217,06/04/21 9:50,14742.05,14742.4,14728.9,14732.3,,,,14863.7,14883.2,0.0,0.0
218,06/04/21 9:45,14729.55,14744.0,14707.75,14742.3,,,,14863.7,14883.2,0.0,0.0
219,06/04/21 9:40,14747.5,14757.75,14728.55,14729.8,,,,14863.7,14883.2,0.0,0.0
220,06/04/21 9:35,14718.75,14756.9,14718.75,14747.95,,,,14863.7,14883.2,0.0,0.0
221,06/04/21 9:30,14703.2,14730.75,14700.75,14718.8,,,,14863.7,14883.2,0.0,0.0
222,06/04/21 9:25,14623.55,14702.85,14623.55,14701.8,,,,14863.7,14883.2,0.0,0.0
223,06/04/21 9:20,14589.05,14626.55,14573.9,14623.75,,,,14863.7,14883.2,0.0,0.0
224,06/04/21 9:15,14738.15,14738.15,14590.55,14591.45,,,,14863.7,14883.2,0.0,0.0
225,05/04/21 15:25,14648.15,14653.15,14645.7,14649.05,,,,14863.7,14883.2,0.0,0.0
226,05/04/21 15:20,14638.95,14651.0,14629.7,14648.3,,,,14863.7,14883.2,0.0,0.0
227,05/04/21 15:15,14632.3,14638.75,14626.8,14637.3,,,,14863.7,14883.2,0.0,0.0
228,05/04/21 15:10,14634.7,14637.1,14622.45,14632.35,,,,14863.7,14883.2,0.0,0.0
229,05/04/21 15:05,14634.6,14641.35,14626.95,14635.0,SZ,14642.95,14666.35,14863.7,14883.2,0.0,0.0
230,05/04/21 15:00,14654.35,14658.9,14628.45,14635.4,,,,14863.7,14883.2,0.0,0.0
231,05/04/21 14:55,14649.15,14660.95,14642.35,14654.8,,,,14863.7,14883.2,0.0,0.0
232,05/04/21 14:50,14642.95,14666.35,14642.65,14649.3,,,,14863.7,14883.2,0.0,0.0
233,05/04/21 14:45,14654.5,14654.5,14632.9,14644.0,SZ,14661.5,14681.05,14863.7,14883.2,0.0,0.0
234,05/04/21 14:40,14665.2,14670.7,14648.8,14654.15,,,,14863.7,14883.2,0.0,0.0
235,05/04/21 14:35,14663.35,14668.35,14655.3,14665.0,,,,14863.7,14883.2,0.0,0.0
236,05/04/21 14:30,14661.5,14681.05,14654.55,14664.1,DZ,14647.0,14631.0,14863.7,14883.2,0.0,0.0
237,05/04/21 14:25,14644.6,14661.35,14635.3,14661.35,,,,14863.7,14883.2,0.0,0.0
238,05/04/21 14:20,14639.8,14648.45,14631.45,14644.65,,,,14863.7,14883.2,0.0,0.0
239,05/04/21 14:15,14647.0,14659.25,14631.0,14640.05,DZ,14629.7,14601.75,14863.7,14883.2,0.0,0.0
240,05/04/21 14:10,14625.95,14646.95,14614.55,14646.95,,,,14863.7,14883.2,0.0,0.0
241,05/04/21 14:05,14629.7,14637.1,14622.4,14626.4,,,,14863.7,14883.2,0.0,0.0
242,05/04/21 14:00,14617.8,14631.35,14601.75,14628.65,,,,14863.7,14883.2,0.0,0.0
243,05/04/21 13:55,14642.35,14643.55,14622.1,14622.1,DZ,14629.1,14623.9,14863.7,14883.2,0.0,0.0
244,05/04/21 13:50,14627.4,14645.65,14620.45,14641.8,,,,14863.7,14883.2,0.0,0.0
245,05/04/21 13:45,14629.1,14640.05,14623.9,14627.05,DZ,14608.6,14590.55,14863.7,14883.2,0.0,0.0
246,05/04/21 13:40,14609.7,14642.05,14609.7,14628.6,,,,14863.7,14883.2,0.0,0.0
247,05/04/21 13:35,14604.15,14610.35,14598.95,14608.6,,,,14863.7,14883.2,0.0,0.0
248,05/04/21 13:30,14601.05,14612.7,14590.55,14604.0,,,,14863.7,14883.2,0.0,0.0
249,05/04/21 13:25,14611.75,14614.05,14599.45,14600.85,,,,14863.7,14883.2,0.0,0.0
250,05/04/21 13:20,14583.4,14618.8,14578.35,14612.6,,,,14863.7,14883.2,0.0,0.0
