Date_time,Open,High,Low,Close,Zones,Prox,Dist
08/04/21 15:25,14879.7,14881.7,14873.95,14877.5,,,
08/04/21 15:20,14879.5,14884.8,14872.15,14879.25,,,
08/04/21 15:15,14866.5,14884.4,14865.85,14879.95,SZ,14872.65,14896.25
08/04/21 15:10,14879.4,14880.65,14864.9,14866.65,,,
08/04/21 15:05,14872.65,14896.25,14871.75,14879.3,,,
08/04/21 15:00,14840.2,14876.9,14821.1,14872.6,,,
08/04/21 14:55,14878.1,14879.75,14841.55,14841.9,,,
08/04/21 14:50,14879.8,14883.95,14870.15,14878.8,,,
08/04/21 14:45,14890.1,14890.1,14868.7,14879.7,,,
08/04/21 14:40,14888.45,14897.55,14881.9,14892.4,,,
08/04/21 14:35,14880.85,14888.25,14853.5,14888.25,,,
08/04/21 14:30,14919.3,14919.3,14872.45,14882.45,,,
08/04/21 14:25,14940.7,14942.75,14920.25,14920.25,,,
08/04/21 14:20,14924.55,14942.85,14923.2,14941.45,SZ,14944.2,14961.8
08/04/21 14:15,14945.5,14946.35,14922.45,14925.3,,,
08/04/21 14:10,14944.8,14951.85,14940.95,14946.2,,,
08/04/21 14:05,14950.35,14950.6,14934,14944.2,,,
08/04/21 14:00,14948.45,14961.8,14946.05,14950.45,SZ,14958.15,14967.65
08/04/21 13:55,14957.7,14961.4,14946.7,14947.65,,,
08/04/21 13:50,14962.9,14967.65,14950.25,14958.15,,,
08/04/21 13:45,14973.9,14974.6,14961.9,14963,,,
08/04/21 13:40,14981.25,14984.15,14970.95,14973.65,DZ,14964.75,14951.35
08/04/21 13:35,14964.8,14982.65,14962,14980.8,,,
08/04/21 13:30,14957,14969.65,14951.35,14964.75,,,
08/04/21 13:25,14962.5,14968.9,14954.95,14956.8,,,
08/04/21 13:20,14952.05,14963.8,14946.2,14962.75,,,
08/04/21 13:15,14932.2,14953.6,14931.25,14951.95,,,
08/04/21 13:10,14927.25,14932.85,14918.4,14932.6,,,
08/04/21 13:05,14933.65,14940.9,14921.7,14927.3,,,
08/04/21 13:00,14934,14936,14928,14933.45,,,
08/04/21 12:55,14935.6,14941.6,14930.5,14934.45,,,
08/04/21 12:50,14940.1,14941.15,14931.45,14935.65,,,
08/04/21 12:45,14943,14951.75,14939.95,14940.5,,,
08/04/21 12:40,14939.8,14944.1,14932.7,14943.95,,,
08/04/21 12:35,14939.45,14941,14928.2,14940.1,,,
08/04/21 12:30,14923.2,14944.1,14923.2,14940.4,DZ,14916.95,14909.1
08/04/21 12:25,14912.35,14927.85,14912.1,14922.6,,,
08/04/21 12:20,14916.95,14927.1,14909.1,14911.8,,,
08/04/21 12:15,14889,14917.15,14885.25,14917.15,,,
08/04/21 12:10,14910.5,14910.5,14887.65,14888.25,,,
08/04/21 12:05,14916.75,14916.75,14910.3,14910.7,SZ,14911.2,14928.25
08/04/21 12:00,14922.25,14923,14914,14916.65,,,
08/04/21 11:55,14918.4,14922.5,14911.9,14922.1,,,
08/04/21 11:50,14911.2,14928.25,14909.75,14918.45,,,
08/04/21 11:45,14914.45,14919,14901.9,14912.15,,,
08/04/21 11:40,14933.3,14933.3,14913.8,14914.75,,,
08/04/21 11:35,14949.7,14952.6,14928.8,14933.45,DZ,14946.05,14933.7
08/04/21 11:30,14942.75,14951.6,14942.65,14949.45,,,
08/04/21 11:25,14946.05,14949.55,14942.45,14942.95,,,
08/04/21 11:20,14943.5,14955,14940.45,14945.95,,,
08/04/21 11:15,14940,14945.3,14933.7,14943.2,SZ,14949.45,14959.9
08/04/21 11:10,14952.5,14957.2,14940.55,14940.55,,,
08/04/21 11:05,14949.45,14956.35,14946.45,14951.85,,,
08/04/21 11:00,14952.2,14959.9,14949,14949.9,,,
08/04/21 10:55,14942.45,14953.7,14940.55,14951.95,,,
08/04/21 10:50,14943.5,14951.9,14939.65,14942.4,,,
08/04/21 10:45,14946.4,14946.4,14939.85,14944.1,,,
08/04/21 10:40,14949.95,14954.05,14946.4,14946.9,,,
08/04/21 10:35,14951.7,14959.25,14949.4,14949.4,,,
08/04/21 10:30,14943.1,14954.4,14942.65,14951.95,DZ,14935.35,14934.7
08/04/21 10:25,14934.75,14944.65,14934.15,14943.75,,,
08/04/21 10:20,14935.05,14942.65,14934.7,14935.35,SZ,14943.05,14946.6
08/04/21 10:15,14941.2,14945.1,14931.9,14934.4,,,
08/04/21 10:10,14943.45,14946.6,14939.3,14943.05,DZ,14936.1,14930.1
08/04/21 10:05,14936.15,14943.4,14932.7,14943.4,,,
08/04/21 10:00,14930.7,14949.6,14930.1,14936.1,DZ,14927.6,14904.95
08/04/21 9:55,14925,14934.7,14924.7,14930.3,,,
08/04/21 9:50,14927.6,14927.6,14904.95,14924.95,,,
08/04/21 9:45,14937.5,14938.35,14922,14926.25,,,
08/04/21 9:40,14923.75,14937.45,14922.9,14937.4,,,
08/04/21 9:35,14929.55,14937.65,14924.25,14924.45,,,
08/04/21 9:30,14931,14936.4,14920,14928.6,,,
08/04/21 9:25,14923.5,14931.65,14913.2,14928.95,,,
08/04/21 9:20,14928.85,14939.15,14920.95,14922.65,DZ,14808.85,14804.55
08/04/21 9:15,14879.6,14930.05,14864.55,14928.4,,,
07/04/21 15:25,14807.2,14812.8,14804.55,14808.85,SZ,14818.35,14826.5
07/04/21 15:20,14820.35,14821.3,14806.65,14807,,,
07/04/21 15:15,14818.35,14823.65,14817.45,14821.15,,,
07/04/21 15:10,14823.2,14826.5,14816.4,14818.45,,,
07/04/21 15:05,14827.6,14830.2,14823,14823.1,DZ,14817.85,14808.1
07/04/21 15:00,14807.55,14835.55,14805.3,14828.1,,,
07/04/21 14:55,14813.75,14822.55,14808.15,14808.25,,,
07/04/21 14:50,14817.85,14819.65,14808.1,14814.05,,,
07/04/21 14:45,14826.95,14827.25,14809.7,14817.75,,,
07/04/21 14:40,14845.7,14845.85,14826.4,14826.4,,,
07/04/21 14:35,14852.7,14854.15,14841.9,14845.1,,,
07/04/21 14:30,14834.9,14856.4,14833.85,14853.25,,,
07/04/21 14:25,14835.7,14839.35,14831.2,14835.1,,,
07/04/21 14:20,14836.4,14844.3,14835.45,14836.05,,,
07/04/21 14:15,14834.1,14837.15,14823,14836.1,,,
07/04/21 14:10,14832.15,14842.15,14827.1,14834.15,,,
07/04/21 14:05,14836.3,14838.45,14830.65,14832.6,,,
07/04/21 14:00,14836.6,14845.8,14830.6,14837.2,DZ,14817.9,14813.8
07/04/21 13:55,14818.2,14838.45,14815.85,14837.6,,,
07/04/21 13:50,14815.2,14831.9,14813.8,14817.9,,,
07/04/21 13:45,14778.45,14818.55,14778.45,14814.85,SZ,14813.2,14829.85
07/04/21 13:40,14816.8,14817.55,14776.15,14778.55,,,
07/04/21 13:35,14813.2,14829.85,14812.5,14817.2,,,
07/04/21 13:30,14816.05,14820.6,14804.8,14813.25,,,
07/04/21 13:25,14813.65,14825.95,14801.2,14815.9,,,
07/04/21 13:20,14835.4,14837.15,14812.5,14813.75,SZ,14865.3,14879.8
07/04/21 13:15,14872.35,14872.65,14807,14836.9,,,
07/04/21 13:10,14865.3,14879.8,14865.2,14872.1,,,
07/04/21 13:05,14860.1,14867,14859.8,14865,,,
07/04/21 13:00,14853.15,14859.35,14850.15,14859.35,,,
07/04/21 12:55,14860.95,14861.6,14849.1,14852.9,,,
07/04/21 12:50,14852.15,14868.25,14851.1,14860.35,,,
07/04/21 12:45,14844.5,14853.4,14831.7,14853.4,,,
07/04/21 12:40,14846.1,14853.4,14843.65,14844.3,,,
07/04/21 12:35,14841.45,14850.4,14837,14846.15,,,
07/04/21 12:30,14843.6,14849.45,14839.95,14841.2,,,
07/04/21 12:25,14840.95,14846.25,14837.75,14843.65,,,
07/04/21 12:20,14846.25,14849.8,14838.95,14840.6,,,
07/04/21 12:15,14858.25,14858.55,14844.6,14846.5,,,
07/04/21 12:10,14849.05,14862.75,14844.5,14858.45,DZ,14834.65,14819.9
07/04/21 12:05,14835,14854.35,14834.1,14848.4,,,
07/04/21 12:00,14827.7,14834.95,14819.9,14834.65,,,
07/04/21 11:55,14832.3,14838.45,14820.15,14828,,,
07/04/21 11:50,14842.05,14845.75,14825.9,14831.55,,,
07/04/21 11:45,14851.1,14851.8,14840.95,14842.25,,,
07/04/21 11:40,14850.55,14851.95,14842,14851.3,,,
07/04/21 11:35,14852.45,14855.8,14849.4,14850.75,,,
07/04/21 11:30,14852.05,14862.15,14849.95,14853.15,,,
07/04/21 11:25,14847.5,14853.05,14842.85,14852.3,,,
07/04/21 11:20,14845.3,14850.65,14835.05,14846.9,SZ,14847.85,14861.4
07/04/21 11:15,14856.65,14867.55,14845.35,14845.35,,,
07/04/21 11:10,14847.85,14861.4,14835.65,14855.85,DZ,14837.45,14831.1
07/04/21 11:05,14837.05,14854.1,14833.8,14847.8,,,
07/04/21 11:00,14831.3,14850.3,14831.1,14837.45,,,
07/04/21 10:55,14786.7,14833.85,14786.7,14832.3,DZ,14772.6,14760.55
07/04/21 10:50,14772.1,14786.5,14769.1,14785.65,,,
07/04/21 10:45,14768.55,14777.05,14760.55,14772.6,SZ,14776.95,14794.9
07/04/21 10:40,14784,14784.5,14766.05,14768.35,,,
07/04/21 10:35,14776.95,14788.6,14769.3,14784.05,,,
07/04/21 10:30,14785.8,14794.9,14772.1,14777.25,,,
07/04/21 10:25,14776.2,14791.05,14775.4,14786.25,,,
07/04/21 10:20,14772.3,14777.1,14760.35,14775.75,,,
07/04/21 10:15,14786.4,14791.7,14748,14772.4,,,
07/04/21 10:10,14800.45,14804.45,14774.3,14787,,,
07/04/21 10:05,14793.4,14809.7,14790.35,14799.05,,,
07/04/21 10:00,14771.2,14804.6,14758.55,14792.95,SZ,14772.15,14783.9
07/04/21 9:55,14780.3,14782.6,14767.95,14771.85,,,
07/04/21 9:50,14772.3,14782.9,14758.65,14780.55,,,
07/04/21 9:45,14772.15,14783.9,14768.6,14772.25,DZ,14748.55,14735.05
07/04/21 9:40,14743.45,14775.1,14740.35,14772.45,,,
07/04/21 9:35,14742.9,14748.9,14735.05,14742.95,,,
07/04/21 9:30,14748.55,14757.2,14738.2,14741.45,,,
07/04/21 9:25,14735.1,14754.05,14729.4,14748.6,,,
07/04/21 9:20,14731.35,14748.1,14717.95,14734.65,,,
07/04/21 9:15,14726.3,14736.15,14649.85,14731.1,,,
06/04/21 15:25,14702.45,14703.4,14697.1,14700.8,,,
06/04/21 15:20,14694.55,14703.55,14687,14702.65,DZ,14680.8,14663.35
06/04/21 15:15,14680.75,14695,14680.75,14693.15,,,
06/04/21 15:10,14674.75,14680.8,14666.9,14680.8,,,
06/04/21 15:05,14668.6,14680.95,14663.35,14674.8,,,
06/04/21 15:00,14654.3,14669.9,14653.4,14669.9,,,
06/04/21 14:55,14663,14664.15,14651.45,14653.9,,,
06/04/21 14:50,14647.75,14672.75,14646,14663.35,,,
06/04/21 14:45,14650.35,14664,14644.15,14647.1,,,
06/04/21 14:40,14650.85,14658.75,14646.05,14650.25,,,
06/04/21 14:35,14653.2,14658.2,14641.35,14650.75,,,
06/04/21 14:30,14661.1,14664,14648.55,14654.35,,,
06/04/21 14:25,14663.35,14671.3,14655.85,14660.5,,,
06/04/21 14:20,14669.25,14673.15,14661.2,14663.7,,,
06/04/21 14:15,14654.05,14671.7,14642.5,14669,,,
06/04/21 14:10,14649.15,14664.25,14647.5,14654.3,,,
06/04/21 14:05,14648.15,14654.55,14643.55,14649,,,
06/04/21 14:00,14638,14658.05,14637.55,14647.75,,,
06/04/21 13:55,14646.55,14651.15,14633.85,14638.1,,,
06/04/21 13:50,14658.2,14666.65,14644.5,14646.35,,,
06/04/21 13:45,14638.85,14659.75,14627.4,14657.6,SZ,14651.3,14676.4
06/04/21 13:40,14654.25,14654.25,14632.85,14639.55,,,
06/04/21 13:35,14660.15,14669.35,14655.15,14655.15,,,
06/04/21 13:30,14651.3,14676.4,14647.3,14657.4,SZ,14662.15,14681
06/04/21 13:25,14661.2,14664.9,14650.8,14652.35,,,
06/04/21 13:20,14668.1,14681,14660.15,14662.15,,,
06/04/21 13:15,14691.4,14696.8,14666.75,14668.65,,,
06/04/21 13:10,14684.65,14699.5,14683.5,14692.7,,,
06/04/21 13:05,14655.6,14696.05,14650.15,14685.35,,,
06/04/21 13:00,14664.45,14667.6,14649.65,14655.9,,,
06/04/21 12:55,14660.9,14673.95,14655.85,14663.5,,,
06/04/21 12:50,14659.15,14670.35,14644.25,14662.1,,,
06/04/21 12:45,14633.05,14666.15,14609.8,14659.7,,,
06/04/21 12:40,14671.2,14672.75,14633.35,14633.35,,,
06/04/21 12:35,14685.4,14685.4,14662.25,14671.55,SZ,14704.95,14711.9
06/04/21 12:30,14705.35,14715.45,14684.55,14685.55,,,
06/04/21 12:25,14711.9,14711.9,14696.9,14704.95,,,
06/04/21 12:20,14722.35,14723.15,14709.4,14711.45,,,
06/04/21 12:15,14722.65,14736.8,14721.45,14722.5,,,
06/04/21 12:10,14716.75,14726.15,14713.45,14722.9,,,
06/04/21 12:05,14719.2,14722.55,14712.15,14716.05,,,
